ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
30808,Scott David Durant,M,28,196,96,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
30812,Cornel Duru,M,23,180,78,Romania,ROU,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Bronze
30812,Cornel Duru,M,27,180,78,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Bronze
30817,"Philip Marshall ""Phil"" Durbrow",M,23,191,86,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Bronze
30820,Bohumil Durdis,M,21,NA,67,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Lightweight,Bronze
30824,Ernest Dureuil,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
30830,Paul Joseph Durin,M,30,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
30839,Vladimir Durkovi,M,22,176,74,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Gold
30842,Reinhold Durnthaler,M,21,176,85,Austria-1,AUT,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Silver
30842,Reinhold Durnthaler,M,25,176,85,Austria-1,AUT,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Silver
30859,Michael Drsch,M,27,187,80,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Gold
30860,Hans Drst,M,26,NA,NA,Switzerland,SUI,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
30864,Walter Paul Drst,M,20,NA,NA,Switzerland,SUI,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
30879,Andrian Pavlov Dushev,M,26,180,85,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
30882,"Nathaniel James ""Nate"" Dusing",M,21,185,83,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
30882,"Nathaniel James ""Nate"" Dusing",M,25,185,83,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
30883,"Wilhelm ""Willy"" Dskow",M,NA,NA,78,Berliner Ruderclub,GER,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Pairs,Bronze
30884,Hasanboy Dusmatov,M,23,156,49,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Gold
30887,Emile Paul Joseph Duson,M,23,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Silver
30891,Thierry Dusserre,M,26,175,65,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
30898,Louis Charles Marie Dutfoy,M,40,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
30900,James Livingstone Duthie,M,26,183,72,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
30911,Keshav Chandra Dutt,M,22,NA,NA,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
30911,Keshav Chandra Dutt,M,26,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
30913,Yogeshwar Dutt,M,29,168,65,India,IND,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
30916,Brett Allan Dutton,M,21,180,72,Australia,AUS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
30917,Eric Ogden Dutton,M,NA,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Silver
30918,Phillip Peter Dutton,M,32,168,68,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
30918,Phillip Peter Dutton,M,37,168,68,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
30918,Phillip Peter Dutton,M,52,168,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
30927,Albert Duval,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
30927,Albert Duval,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
30928,"Alfred Walter ""Alf"" Duval",M,27,190,91,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver
30932,Samuel Harding Duvall,M,68,NA,NA,Cincinnati Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Silver
30933,Ramn Duvaln Carrin,M,21,167,51,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,Silver
30937,Victor Emmanuel Duvant,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
30939,Alfredo Duvergel Adams,M,28,169,71,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Silver
30940,Giorvis Duvergel Rojas,M,28,175,75,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
30941,Ren Duverger,M,21,164,67,France,FRA,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Lightweight,Gold
30944,Bernd Duvigneau,M,20,183,88,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
30944,Bernd Duvigneau,M,24,183,88,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
30948,Robin Duvillard,M,30,178,71,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
30950,Domagoj Duvnjak,M,24,198,100,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
30951,"Richard Lloyd ""Rich"" Duwelius",M,29,198,89,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
30954,Talant Mushanbetovich Duyshebayev,M,24,183,93,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Gold
30954,Talant Mushanbetovich Duyshebayev,M,28,183,93,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze
30954,Talant Mushanbetovich Duyshebayev,M,32,183,93,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
30955,Jeroen Tarquinis Cornelis Duyster,M,29,NA,NA,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Gold
30962,Veselin uho,M,24,187,95,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
30962,Veselin uho,M,28,187,95,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
30971,ore uri,M,25,NA,NA,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
30982,Valeriy Vasylovych Dvoinikov,M,26,170,77,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Middleweight,Silver
30987,Charles Edward Dvorak,M,25,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Pole Vault,Gold
30989,"Douglas Scott ""Dusty"" Dvorak",M,26,188,82,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
30998,Miroslav Dvok,M,24,178,89,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
31001,Tom Dvok,M,24,186,90,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Bronze
31003,Ivan Vasilyevich Dvorny,M,20,207,105,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Gold
31012,Conor James Dwyer,M,23,196,89,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
31012,Conor James Dwyer,M,27,196,89,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Bronze
31012,Conor James Dwyer,M,27,196,89,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
31015,Jamie Raymond Dwyer,M,25,172,68,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
31015,Jamie Raymond Dwyer,M,29,172,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
31015,Jamie Raymond Dwyer,M,33,172,68,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
31019,"Patrick ""Pat"" Dwyer",M,26,186,81,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
31021,Aleksandr Igorevich Dyachenko,M,22,180,85,Russia,RUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
31022,Aleksey Vladimirovich Dyachenko,M,25,180,78,Russia,RUS,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Bronze
31026,Lyubcho Stefanov Dyakov,M,26,171,75,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Bronze
31041,Ivan Fyodorovich Dychko,M,21,205,91,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Bronze
31041,Ivan Fyodorovich Dychko,M,25,205,91,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
31043,Jan Dydak,M,20,185,67,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,Bronze
31049,"Hector Monroe ""Hec"" Dyer",M,22,188,75,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
31056,Gnter Oskar Dyhrenfurth,M,49,NA,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Alpinism,Alpinism Mixed Alpinism,Gold
31079,Vitaliy Fedorovych Dyrdyra,M,33,178,86,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold
31084,Gustaf Peder Wilhelm Dyrssen,M,28,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
31084,Gustaf Peder Wilhelm Dyrssen,M,32,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
31084,Gustaf Peder Wilhelm Dyrssen,M,44,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Silver
31095,Savkuz Dzaboyevich Dzarasov,M,30,182,108,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
31100,Roman Dzeneladze,M,23,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
31109,Kamil Aliyevich Dzhamaludinov,M,21,167,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,Bronze
31122,Satymkul Dzhumanazarov,M,28,168,56,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Bronze
31137,"Stanley Joseph ""Stan"" Dziedzic, Jr.",M,27,178,74,United States,USA,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
31152,Revaz Dzodzuashvili,M,27,175,73,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze
31153,Mirza Domba,M,27,190,86,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
31156,Vladimr Dzurilla,M,21,178,86,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
31156,Vladimr Dzurilla,M,25,178,86,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
31156,Vladimr Dzurilla,M,29,178,86,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
31165,Sean Patrick Eadie,M,31,183,98,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze
31166,Dennis Michael Royal Eagan,M,25,NA,NA,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Bronze
31167,"Edward Patrick Francis ""Eddie"" Eagan",M,21,179,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Light-Heavyweight,Gold
31167,"Edward Patrick Francis ""Eddie"" Eagan",M,33,179,NA,United States-1,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Gold
31176,"Athol John ""Joe"" Earl",M,19,196,95,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
31176,"Athol John ""Joe"" Earl",M,23,196,95,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Bronze
31177,Sebastian Earl,M,20,NA,79,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Silver
31190,William Merrill Eastcott,M,24,NA,NA,Canada,CAN,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Bronze
31191,Peter Easte,M,NA,NA,NA,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Trap, Team",Gold
31192,Paul Robert Easter,M,21,183,77,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
31197,"Benjamin Bangs ""Ben"" Eastman",M,21,185,70,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,Silver
31198,Ivan Leclare Eastman,M,24,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Gold
31201,Earl Hamilton Richard Eastwood,M,26,NA,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
31205,Ashton James Eaton,M,24,186,81,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Gold
31205,Ashton James Eaton,M,28,186,81,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Gold
31211,Wilberforce Vaughan Eaves,M,40,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Men's Singles,Bronze
31220,Ernest Walter Ebbage,M,34,NA,NA,K Division Metropolitan Police Team-3,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
31224,Eskild Balschmidt Ebbesen,M,24,185,75,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,28,185,75,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31224,Eskild Balschmidt Ebbesen,M,32,185,75,Denmark,DEN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,36,185,75,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,40,185,75,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31233,Paul Hans Eberhard,M,30,NA,NA,Switzerland-1,SUI,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Two,Silver
31234,Martin Henri Eberhardt,M,22,186,100,France,FRA,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Silver
31234,Martin Henri Eberhardt,M,34,186,100,France,FRA,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
31236,Stephan Eberharter,M,28,180,85,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
31236,Stephan Eberharter,M,32,180,85,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Downhill,Bronze
31236,Stephan Eberharter,M,32,180,85,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,Silver
31236,Stephan Eberharter,M,32,180,85,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
31251,Wolrad Eberle,M,24,179,77,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Bronze
31253,Bohuslav Ebermann,M,27,183,82,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
31259,Thomas Ebert,M,27,184,72,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31259,Thomas Ebert,M,31,184,72,Denmark,DEN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31259,Thomas Ebert,M,35,184,72,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31270,Masashi Ebinuma,M,22,170,66,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Lightweight,Bronze
31270,Masashi Ebinuma,M,26,170,66,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Bronze
31280,Faissal Ebnoutalib,M,29,184,80,Germany,GER,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Welterweight,Silver
31289,Earl William Eby,M,25,179,60,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 800 metres,Silver
31294,Paul chard,M,NA,NA,NA,Socit Nautique de la Basse Seine-1,FRA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
31296,Fernando Echavarri Erasum,M,35,180,76,Spain,ESP,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,Gold
31314,Ricardo Echeverra,M,34,NA,NA,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
31326,Torsten Eckbrett,M,24,188,81,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
31331,Neil J. Eckersley,M,20,168,60,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Extra-Lightweight,Bronze
31347,"Johannes ""Hans"" Eckstein",M,23,185,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Silver
31348,Rudolf Eckstein,M,21,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Gold
31358,Jan Stefan Edberg,M,22,186,77,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,Bronze
31358,Jan Stefan Edberg,M,22,186,77,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Bronze
31377,Tino Edelmann,M,24,185,72,Germany,GER,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Bronze
31381,der Francis Carbonera,M,32,205,107,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
31387,Josef Eder,M,25,180,78,Austria-1,AUT,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Silver
31391,Simon Eder,M,26,186,79,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
31391,Simon Eder,M,30,186,79,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
31399,"David Holmes ""Dave"" Edgar",M,22,188,86,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
31400,Ross Samuel Edgar,M,25,168,72,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Keirin,Silver
31411,Johan Niklas Edin,M,28,171,80,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Bronze
31419,Ulf Niklas Alexander Edler,M,27,191,98,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
31421,Rolf Erik Sren Edling,M,32,196,91,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Gold
31424,Johan Viktor Edman,M,37,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
31425,Jonas Inge Rikard Edman,M,33,179,73,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
31426,Edmar Bernardes dos Santos,M,28,175,72,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
31433,"Alexander ""Alex"" Edmondson",M,22,184,76,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
31439,Ian Edmunds,M,22,198,94,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
31456,"Edson ""Edson Bispo"" Bispo dos Santos",M,25,195,86,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Bronze
31456,"Edson ""Edson Bispo"" Bispo dos Santos",M,29,195,86,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
31469,Vincent Franz Harry Edward,M,22,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,Bronze
31469,Vincent Franz Harry Edward,M,22,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,Bronze
31473,Anthony John Edwards,M,23,183,72,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
31473,Anthony John Edwards,M,27,183,72,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
31473,Anthony John Edwards,M,31,183,72,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
31484,Hugh Robert Arthur Edwards,M,25,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Gold
31484,Hugh Robert Arthur Edwards,M,25,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Gold
31487,Jonathan David Edwards,M,30,182,73,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Triple Jump,Silver
31487,Jonathan David Edwards,M,34,182,73,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,Gold
31490,"Kenneth Paine ""Ken"" Edwards",M,18,NA,NA,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold
31498,Norman Edwards,M,21,185,82,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
31503,"Philip Aron ""Phil"" Edwards",M,20,176,64,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
31503,"Philip Aron ""Phil"" Edwards",M,24,176,64,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Bronze
31503,"Philip Aron ""Phil"" Edwards",M,24,176,64,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
31503,"Philip Aron ""Phil"" Edwards",M,24,176,64,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
31503,"Philip Aron ""Phil"" Edwards",M,28,176,64,Canada,CAN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,Bronze
31521,Josef Effenberger,M,26,NA,NA,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,Silver
31523,Horst Effertz,M,22,194,90,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,Gold
31544,Henry Chandler Egan,M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,Silver
31544,Henry Chandler Egan,M,19,NA,NA,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold
31545,"Kenneth ""Kenny"" Egan",M,26,187,81,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,Silver
31547,Walter Eugene Egan,M,23,178,NA,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold
31551,Aaron Egbele,M,25,181,79,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
